simulationId,slug,class,gradeBand,chapter,topic,activityNumber,activityTitle,subject,primaryArchetype,secondaryArchetypes,simulationFormat,xrFitType,comfortRiskLevel,expectedDurationMinutes,packageSizeTargetMb,reuseGroup,implementationNotes
sim-c10-ch19-a06-primary-and-secondary-rainbow,c10-ch19-a06-primary-and-secondary-rainbow,10,class9To10,19,Human Eye and Colourful World Part -1,6,Primary and Secondary Rainbow,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:human-eye-and-colourful-world-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch20-a01-atmospheric-refraction,c10-ch20-a01-atmospheric-refraction,10,class9To10,20,Human Eye and Colourful World Part -2,1,Atmospheric refraction,physics,experimentBench,modelInspection,practicalLabSimulation,strongVrFit,low,12,360,physics:human-eye-and-colourful-world-part-2,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch20-a02-twinkling-of-stars,c10-ch20-a02-twinkling-of-stars,10,class9To10,20,Human Eye and Colourful World Part -2,2,Twinkling of stars,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:human-eye-and-colourful-world-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch20-a03-advance-sunrise-and-delayed-sunset,c10-ch20-a03-advance-sunrise-and-delayed-sunset,10,class9To10,20,Human Eye and Colourful World Part -2,3,Advance sunrise and delayed sunset,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:human-eye-and-colourful-world-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch20-a04-scattering-of-light-tyndall-effect,c10-ch20-a04-scattering-of-light-tyndall-effect,10,class9To10,20,Human Eye and Colourful World Part -2,4,Scattering of light: Tyndall effect,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:human-eye-and-colourful-world-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch20-a05-blue-colour-of-the-sky,c10-ch20-a05-blue-colour-of-the-sky,10,class9To10,20,Human Eye and Colourful World Part -2,5,Blue colour of the sky,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:human-eye-and-colourful-world-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch20-a06-the-sunrise-and-sunset,c10-ch20-a06-the-sunrise-and-sunset,10,class9To10,20,Human Eye and Colourful World Part -2,6,The Sunrise and Sunset,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:human-eye-and-colourful-world-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch21-a01-electric-current-and-electric-potential-difference,c10-ch21-a01-electric-current-and-electric-potential-difference,10,class9To10,21,Electricity,1,Electric current and Electric potential difference,physics,measurementGraph,,interactive3d,strongVrFit,low,11,200,physics:electricity,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c10-ch21-a02-ohm-s-law,c10-ch21-a02-ohm-s-law,10,class9To10,21,Electricity,2,Ohm'S LAW,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:electricity,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch21-a03-relation-between-r-and-i-for-constant-v-with-different-electric-material,c10-ch21-a03-relation-between-r-and-i-for-constant-v-with-different-electric-material,10,class9To10,21,Electricity,3,Relation between R & I for constant V with different electric material.,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:electricity,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch21-a04-resistivity,c10-ch21-a04-resistivity,10,class9To10,21,Electricity,4,Resistivity,physics,measurementGraph,,interactive3d,strongVrFit,low,11,200,physics:electricity,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c10-ch21-a05-resistance-of-a-system-of-resistor,c10-ch21-a05-resistance-of-a-system-of-resistor,10,class9To10,21,Electricity,5,Resistance of a system of resistor,physics,experimentBench,modelInspection,practicalLabSimulation,strongVrFit,low,12,360,physics:electricity,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch21-a06-resistors-in-series,c10-ch21-a06-resistors-in-series,10,class9To10,21,Electricity,6,Resistors in Series,physics,experimentBench,sortingBoard,practicalLabSimulation,strongVrFit,low,12,360,physics:electricity,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch21-a07-resistors-in-parallel,c10-ch21-a07-resistors-in-parallel,10,class9To10,21,Electricity,7,Resistors in Parallel,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:electricity,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch21-a08-heating-effect-of-electric-current,c10-ch21-a08-heating-effect-of-electric-current,10,class9To10,21,Electricity,8,Heating Effect of Electric Current,physics,measurementGraph,,interactive3d,strongVrFit,low,11,200,physics:electricity,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c10-ch22-a01-magnetic-lines-and-magnetic-field-creates-in-simple-electric-circuit,c10-ch22-a01-magnetic-lines-and-magnetic-field-creates-in-simple-electric-circuit,10,class9To10,22,Magnetic Effects of Electric Current,1,Magnetic Lines and Magnetic field creates in simple electric circuit,physics,modelInspection,measurementGraph,interactive3d,strongVrFit,low,12,400,physics:magnetic-effects-of-electric-current,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch22-a02-right-hand-thumb-rule,c10-ch22-a02-right-hand-thumb-rule,10,class9To10,22,Magnetic Effects of Electric Current,2,Right Hand Thumb Rule,physics,modelInspection,measurementGraph,interactive3d,strongVrFit,low,12,400,physics:magnetic-effects-of-electric-current,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch22-a03-solenoid,c10-ch22-a03-solenoid,10,class9To10,22,Magnetic Effects of Electric Current,3,Solenoid,physics,modelInspection,measurementGraph,interactive3d,strongVrFit,low,12,400,physics:magnetic-effects-of-electric-current,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch22-a04-fleming-s-left-hand-rule,c10-ch22-a04-fleming-s-left-hand-rule,10,class9To10,22,Magnetic Effects of Electric Current,4,Fleming's left hand rule,physics,modelInspection,measurementGraph,interactive3d,strongVrFit,low,12,400,physics:magnetic-effects-of-electric-current,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch22-a05-electric-motor,c10-ch22-a05-electric-motor,10,class9To10,22,Magnetic Effects of Electric Current,5,Electric motor,physics,modelInspection,measurementGraph,interactive3d,strongVrFit,low,12,400,physics:magnetic-effects-of-electric-current,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch22-a06-electromagnetic-induction,c10-ch22-a06-electromagnetic-induction,10,class9To10,22,Magnetic Effects of Electric Current,6,Electromagnetic Induction,physics,modelInspection,measurementGraph,interactive3d,strongVrFit,low,12,400,physics:magnetic-effects-of-electric-current,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch22-a07-electric-generator,c10-ch22-a07-electric-generator,10,class9To10,22,Magnetic Effects of Electric Current,7,Electric Generator,physics,modelInspection,measurementGraph,interactive3d,strongVrFit,low,12,400,physics:magnetic-effects-of-electric-current,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch23-a01-sources-of-energy,c10-ch23-a01-sources-of-energy,10,class9To10,23,Sources of Energy Part - 1,1,Sources of Energy,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch23-a02-fossil-fuels,c10-ch23-a02-fossil-fuels,10,class9To10,23,Sources of Energy Part - 1,2,Fossil Fuels,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch23-a03-thermal-power-plant,c10-ch23-a03-thermal-power-plant,10,class9To10,23,Sources of Energy Part - 1,3,Thermal Power Plant,physics,guidedTour,sortingBoard|measurementGraph,virtualFieldVisit,strongVrFit,medium,12,600,physics:sources-of-energy-part-1,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch23-a04-hydro-power-plant,c10-ch23-a04-hydro-power-plant,10,class9To10,23,Sources of Energy Part - 1,4,Hydro Power plant,physics,guidedTour,sortingBoard|measurementGraph,virtualFieldVisit,strongVrFit,medium,12,600,physics:sources-of-energy-part-1,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch23-a05-biomass,c10-ch23-a05-biomass,10,class9To10,23,Sources of Energy Part - 1,5,Biomass,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch23-a06-wind-energy,c10-ch23-a06-wind-energy,10,class9To10,23,Sources of Energy Part - 1,6,Wind Energy,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch23-a07-solar-energy,c10-ch23-a07-solar-energy,10,class9To10,23,Sources of Energy Part - 1,7,Solar Energy,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch24-a01-solar-cooker,c10-ch24-a01-solar-cooker,10,class9To10,24,Sources of Energy Part - 2,1,Solar Cooker,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-2,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch24-a02-tidal-energy,c10-ch24-a02-tidal-energy,10,class9To10,24,Sources of Energy Part - 2,2,Tidal Energy,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-2,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch24-a03-wave-energy,c10-ch24-a03-wave-energy,10,class9To10,24,Sources of Energy Part - 2,3,Wave Energy,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-2,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch24-a04-ocean-thermal-energy,c10-ch24-a04-ocean-thermal-energy,10,class9To10,24,Sources of Energy Part - 2,4,Ocean Thermal Energy,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-2,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch24-a05-geothermal-energy,c10-ch24-a05-geothermal-energy,10,class9To10,24,Sources of Energy Part - 2,5,Geothermal Energy,physics,sortingBoard,,interactive3d,strongVrFit,low,11,224,physics:sources-of-energy-part-2,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch24-a06-nuclear-energy,c10-ch24-a06-nuclear-energy,10,class9To10,24,Sources of Energy Part - 2,6,Nuclear Energy,physics,modelInspection,sortingBoard,interactive3d,strongVrFit,medium,12,400,physics:sources-of-energy-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch25-a01-food-chain,c10-ch25-a01-food-chain,10,class9To10,25,Our Environment,1,Food chain,biology,systemMap,,guidedVisualization,strongVrFit,low,12,304,biology:our-environment,"Use node-flow system map with visible inputs, outputs, feedback loops, and local-context example where possible."
sim-c10-ch25-a02-food-web,c10-ch25-a02-food-web,10,class9To10,25,Our Environment,2,Food web,biology,systemMap,,guidedVisualization,strongVrFit,low,12,304,biology:our-environment,"Use node-flow system map with visible inputs, outputs, feedback loops, and local-context example where possible."
sim-c10-ch25-a03-ozone-layer-and-its-depletion,c10-ch25-a03-ozone-layer-and-its-depletion,10,class9To10,25,Our Environment,3,Ozone layer and its depletion,environmentalScience,modelInspection,,interactive3d,strongVrFit,low,12,400,environmentalScience:our-environment,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch26-a01-water-storage-by-dams,c10-ch26-a01-water-storage-by-dams,10,class9To10,26,Management of Natural Resources,1,Water storage by dams,environmentalScience,guidedTour,sortingBoard|systemMap,virtualFieldVisit,strongVrFit,low,12,600,environmentalScience:management-of-natural-resources,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c10-ch26-a02-water-harvesting,c10-ch26-a02-water-harvesting,10,class9To10,26,Management of Natural Resources,2,Water Harvesting,environmentalScience,processTimeline,sortingBoard|systemMap,guidedVisualization,strongVrFit,low,12,336,environmentalScience:management-of-natural-resources,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch26-a03-rainwater-harvesting,c10-ch26-a03-rainwater-harvesting,10,class9To10,26,Management of Natural Resources,3,Rainwater Harvesting,environmentalScience,processTimeline,sortingBoard|systemMap,guidedVisualization,strongVrFit,low,12,336,environmentalScience:management-of-natural-resources,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
